id,chapter,level,smallLevel,aptNPC,fanNPC,reward
2392,59,2,6,321348,1515800,"[102,18,0,0]"
2393,59,2,7,330500,1544400,"[102,18,0,0]"
2394,59,2,8,339768,1573000,"[102,19,0,0]"
2395,59,3,1,290880,1440000,"[102,18,0,0]"
2396,59,3,2,296696,1454400,"[102,18,0,0]"
2397,59,3,3,302572,1468800,"[102,18,0,0]"
2398,59,3,4,308504,1483200,"[102,18,0,0]"
2399,59,3,5,314496,1497600,"[102,18,0,0]"
2400,59,3,6,323596,1526400,"[102,18,0,0]"
2401,59,3,7,332812,1555200,"[102,18,0,0]"
2402,59,3,8,342144,1584000,"[102,19,0,0]"
2403,59,4,1,292900,1450000,"[102,18,0,0]"
2404,59,4,2,298758,1464500,"[102,18,0,0]"
2405,59,4,3,304674,1479000,"[102,18,0,0]"
2406,59,4,4,310648,1493500,"[102,18,0,0]"
2407,59,4,5,316680,1508000,"[102,18,0,0]"
2408,59,4,6,325844,1537000,"[102,18,0,0]"
2409,59,4,7,335124,1566000,"[102,18,0,0]"
2410,59,4,8,344520,1595000,"[102,19,0,0]"
2411,59,5,1,294920,1460000,"[102,18,0,0]"
2412,59,5,2,300818,1474600,"[102,18,0,0]"
2413,59,5,3,306774,1489200,"[102,18,0,0]"
2414,59,5,4,312790,1503800,"[102,18,0,0]"
2415,59,5,5,318864,1518400,"[102,18,0,0]"
2416,59,5,6,328090,1547600,"[102,18,0,0]"
2417,59,5,7,337434,1576800,"[102,18,0,0]"
2418,59,5,8,346896,1606000,"[102,19,0,0]"
2419,59,6,1,0,0,[]
2420,60,1,1,296940,1470000,"[102,18,0,0]"
2421,60,1,2,302878,1484700,"[102,18,0,0]"
2422,60,1,3,308876,1499400,"[102,18,0,0]"
2423,60,1,4,314932,1514100,"[102,18,0,0]"
2424,60,1,5,321048,1528800,"[102,18,0,0]"
2425,60,1,6,330338,1558200,"[102,18,0,0]"
2426,60,1,7,339746,1587600,"[102,18,0,0]"
2427,60,1,8,349272,1617000,"[102,19,0,0]"
2428,60,2,1,298960,1480000,"[102,18,0,0]"
2429,60,2,2,304938,1494800,"[102,18,0,0]"
2430,60,2,3,310976,1509600,"[102,18,0,0]"
2431,60,2,4,317074,1524400,"[102,18,0,0]"
2432,60,2,5,323232,1539200,"[102,18,0,0]"
2433,60,2,6,332584,1568800,"[102,18,0,0]"
2434,60,2,7,342056,1598400,"[102,18,0,0]"
2435,60,2,8,351648,1628000,"[102,19,0,0]"
2436,60,3,1,300980,1490000,"[102,18,0,0]"
2437,60,3,2,306998,1504900,"[102,18,0,0]"
2438,60,3,3,313078,1519800,"[102,18,0,0]"
2439,60,3,4,319216,1534700,"[102,18,0,0]"
2440,60,3,5,325416,1549600,"[102,18,0,0]"
2441,60,3,6,334832,1579400,"[102,18,0,0]"
2442,60,3,7,344368,1609200,"[102,18,0,0]"
2443,60,3,8,354024,1639000,"[102,19,0,0]"
2444,60,4,1,303000,1500000,"[102,18,0,0]"
2445,60,4,2,309060,1515000,"[102,18,0,0]"
2446,60,4,3,315180,1530000,"[102,18,0,0]"
2447,60,4,4,321360,1545000,"[102,18,0,0]"
2448,60,4,5,327600,1560000,"[102,18,0,0]"
2449,60,4,6,337080,1590000,"[102,18,0,0]"
2450,60,4,7,346680,1620000,"[102,18,0,0]"
2451,60,4,8,356400,1650000,"[102,19,0,0]"
2452,60,5,1,305020,1510000,"[102,18,0,0]"
2453,60,5,2,311120,1525100,"[102,18,0,0]"
2454,60,5,3,317280,1540200,"[102,18,0,0]"
2455,60,5,4,323502,1555300,"[102,18,0,0]"
2456,60,5,5,329784,1570400,"[102,18,0,0]"
2457,60,5,6,339326,1600600,"[102,18,0,0]"
2458,60,5,7,348990,1630800,"[102,18,0,0]"
2459,60,5,8,358776,1661000,"[102,19,0,0]"
2460,60,6,1,0,0,[]
2461,61,1,1,307040,1520000,"[102,18,0,0]"
2462,61,1,2,313180,1535200,"[102,18,0,0]"
2463,61,1,3,319382,1550400,"[102,18,0,0]"
2464,61,1,4,325644,1565600,"[102,18,0,0]"
2465,61,1,5,331968,1580800,"[102,18,0,0]"
2466,61,1,6,341574,1611200,"[102,18,0,0]"
2467,61,1,7,351302,1641600,"[102,18,0,0]"
2468,61,1,8,361152,1672000,"[102,19,0,0]"
2469,61,2,1,309060,1530000,"[102,18,0,0]"
2470,61,2,2,315240,1545300,"[102,18,0,0]"
2471,61,2,3,321482,1560600,"[102,18,0,0]"
2472,61,2,4,327786,1575900,"[102,18,0,0]"
2473,61,2,5,334152,1591200,"[102,18,0,0]"
2474,61,2,6,343820,1621800,"[102,18,0,0]"
2475,61,2,7,353612,1652400,"[102,18,0,0]"
2476,61,2,8,363528,1683000,"[102,19,0,0]"
2477,61,3,1,311080,1540000,"[102,18,0,0]"
2478,61,3,2,317300,1555400,"[102,18,0,0]"
2479,61,3,3,323584,1570800,"[102,18,0,0]"
2480,61,3,4,329928,1586200,"[102,18,0,0]"
2481,61,3,5,336336,1601600,"[102,18,0,0]"
2482,61,3,6,346068,1632400,"[102,18,0,0]"
2483,61,3,7,355924,1663200,"[102,18,0,0]"
2484,61,3,8,365904,1694000,"[102,19,0,0]"
2485,61,4,1,313100,1550000,"[102,18,0,0]"
2486,61,4,2,319362,1565500,"[102,18,0,0]"
2487,61,4,3,325686,1581000,"[102,18,0,0]"
2488,61,4,4,332072,1596500,"[102,18,0,0]"
2489,61,4,5,338520,1612000,"[102,18,0,0]"
2490,61,4,6,348316,1643000,"[102,18,0,0]"
2491,61,4,7,358236,1674000,"[102,18,0,0]"
2492,61,4,8,368280,1705000,"[102,19,0,0]"
2493,61,5,1,315120,1560000,"[102,18,0,0]"
2494,61,5,2,321422,1575600,"[102,18,0,0]"
2495,61,5,3,327786,1591200,"[102,18,0,0]"
2496,61,5,4,334214,1606800,"[102,18,0,0]"
2497,61,5,5,340704,1622400,"[102,18,0,0]"
2498,61,5,6,350562,1653600,"[102,18,0,0]"
2499,61,5,7,360546,1684800,"[102,18,0,0]"
2500,61,5,8,370656,1716000,"[102,19,0,0]"
2501,61,6,1,0,0,[]
2502,62,1,1,317140,1570000,"[102,18,0,0]"
2503,62,1,2,323482,1585700,"[102,18,0,0]"
2504,62,1,3,329888,1601400,"[102,18,0,0]"
2505,62,1,4,336356,1617100,"[102,18,0,0]"
2506,62,1,5,342888,1632800,"[102,18,0,0]"
2507,62,1,6,352810,1664200,"[102,18,0,0]"
2508,62,1,7,362858,1695600,"[102,18,0,0]"
2509,62,1,8,373032,1727000,"[102,19,0,0]"
2510,62,2,1,319160,1580000,"[102,18,0,0]"
2511,62,2,2,325542,1595800,"[102,18,0,0]"
2512,62,2,3,331988,1611600,"[102,18,0,0]"
2513,62,2,4,338498,1627400,"[102,18,0,0]"
2514,62,2,5,345072,1643200,"[102,18,0,0]"
2515,62,2,6,355056,1674800,"[102,18,0,0]"
2516,62,2,7,365168,1706400,"[102,18,0,0]"
2517,62,2,8,375408,1738000,"[102,19,0,0]"
2518,62,3,1,321180,1590000,"[102,18,0,0]"
2519,62,3,2,327602,1605900,"[102,18,0,0]"
2520,62,3,3,334090,1621800,"[102,18,0,0]"
2521,62,3,4,340640,1637700,"[102,18,0,0]"
2522,62,3,5,347256,1653600,"[102,18,0,0]"
2523,62,3,6,357304,1685400,"[102,18,0,0]"
2524,62,3,7,367480,1717200,"[102,18,0,0]"
2525,62,3,8,377784,1749000,"[102,19,0,0]"
2526,62,4,1,323200,1600000,"[102,18,0,0]"
2527,62,4,2,329664,1616000,"[102,18,0,0]"
2528,62,4,3,336192,1632000,"[102,18,0,0]"
2529,62,4,4,342784,1648000,"[102,18,0,0]"
2530,62,4,5,349440,1664000,"[102,18,0,0]"
2531,62,4,6,359552,1696000,"[102,18,0,0]"
2532,62,4,7,369792,1728000,"[102,18,0,0]"
2533,62,4,8,380160,1760000,"[102,19,0,0]"
2534,62,5,1,325220,1610000,"[102,18,0,0]"
2535,62,5,2,331724,1626100,"[102,18,0,0]"
2536,62,5,3,338292,1642200,"[102,18,0,0]"
2537,62,5,4,344926,1658300,"[102,18,0,0]"
2538,62,5,5,351624,1674400,"[102,18,0,0]"
2539,62,5,6,361798,1706600,"[102,18,0,0]"
2540,62,5,7,372102,1738800,"[102,18,0,0]"
2541,62,5,8,382536,1771000,"[102,19,0,0]"
2542,62,6,1,0,0,[]
2543,63,1,1,327240,1620000,"[102,18,0,0]"
2544,63,1,2,333784,1636200,"[102,18,0,0]"
2545,63,1,3,340394,1652400,"[102,18,0,0]"
2546,63,1,4,347068,1668600,"[102,18,0,0]"
2547,63,1,5,353808,1684800,"[102,18,0,0]"
2548,63,1,6,364046,1717200,"[102,18,0,0]"
2549,63,1,7,374414,1749600,"[102,18,0,0]"
2550,63,1,8,384912,1782000,"[102,19,0,0]"
2551,63,2,1,329260,1630000,"[102,18,0,0]"
2552,63,2,2,335844,1646300,"[102,18,0,0]"
2553,63,2,3,342494,1662600,"[102,18,0,0]"
2554,63,2,4,349210,1678900,"[102,18,0,0]"
2555,63,2,5,355992,1695200,"[102,18,0,0]"
2556,63,2,6,366292,1727800,"[102,18,0,0]"
2557,63,2,7,376724,1760400,"[102,18,0,0]"
2558,63,2,8,387288,1793000,"[102,19,0,0]"
2559,63,3,1,331280,1640000,"[102,18,0,0]"
2560,63,3,2,337904,1656400,"[102,18,0,0]"
2561,63,3,3,344596,1672800,"[102,18,0,0]"
2562,63,3,4,351352,1689200,"[102,18,0,0]"
2563,63,3,5,358176,1705600,"[102,18,0,0]"
2564,63,3,6,368540,1738400,"[102,18,0,0]"
2565,63,3,7,379036,1771200,"[102,18,0,0]"
2566,63,3,8,389664,1804000,"[102,19,0,0]"
2567,63,4,1,333300,1650000,"[102,18,0,0]"
2568,63,4,2,339966,1666500,"[102,18,0,0]"
2569,63,4,3,346698,1683000,"[102,18,0,0]"
2570,63,4,4,353496,1699500,"[102,18,0,0]"
2571,63,4,5,360360,1716000,"[102,18,0,0]"
2572,63,4,6,370788,1749000,"[102,18,0,0]"
2573,63,4,7,381348,1782000,"[102,18,0,0]"
2574,63,4,8,392040,1815000,"[102,19,0,0]"
2575,63,5,1,335320,1660000,"[102,18,0,0]"
2576,63,5,2,342026,1676600,"[102,18,0,0]"
2577,63,5,3,348798,1693200,"[102,18,0,0]"
2578,63,5,4,355638,1709800,"[102,18,0,0]"
2579,63,5,5,362544,1726400,"[102,18,0,0]"
2580,63,5,6,373034,1759600,"[102,18,0,0]"
2581,63,5,7,383658,1792800,"[102,18,0,0]"
2582,63,5,8,394416,1826000,"[102,19,0,0]"
2583,63,6,1,0,0,[]
2584,64,1,1,337340,1670000,"[102,18,0,0]"
2585,64,1,2,344086,1686700,"[102,18,0,0]"
2586,64,1,3,350900,1703400,"[102,18,0,0]"
2587,64,1,4,357780,1720100,"[102,18,0,0]"
2588,64,1,5,364728,1736800,"[102,18,0,0]"
2589,64,1,6,375282,1770200,"[102,18,0,0]"
2590,64,1,7,385970,1803600,"[102,18,0,0]"
2591,64,1,8,396792,1837000,"[102,19,0,0]"
2592,64,2,1,339360,1680000,"[102,18,0,0]"
2593,64,2,2,346146,1696800,"[102,18,0,0]"
2594,64,2,3,353000,1713600,"[102,18,0,0]"
2595,64,2,4,359922,1730400,"[102,18,0,0]"
2596,64,2,5,366912,1747200,"[102,18,0,0]"
2597,64,2,6,377528,1780800,"[102,18,0,0]"
2598,64,2,7,388280,1814400,"[102,18,0,0]"
2599,64,2,8,399168,1848000,"[102,19,0,0]"
2600,64,3,1,341380,1690000,"[102,18,0,0]"
2601,64,3,2,348206,1706900,"[102,18,0,0]"
2602,64,3,3,355102,1723800,"[102,18,0,0]"
2603,64,3,4,362064,1740700,"[102,18,0,0]"
2604,64,3,5,369096,1757600,"[102,18,0,0]"
2605,64,3,6,379776,1791400,"[102,18,0,0]"
2606,64,3,7,390592,1825200,"[102,18,0,0]"
2607,64,3,8,401544,1859000,"[102,19,0,0]"
2608,64,4,1,343400,1700000,"[102,18,0,0]"
2609,64,4,2,350268,1717000,"[102,18,0,0]"
2610,64,4,3,357204,1734000,"[102,18,0,0]"
2611,64,4,4,364208,1751000,"[102,18,0,0]"
2612,64,4,5,371280,1768000,"[102,18,0,0]"
2613,64,4,6,382024,1802000,"[102,18,0,0]"
2614,64,4,7,392904,1836000,"[102,18,0,0]"
2615,64,4,8,403920,1870000,"[102,19,0,0]"
2616,64,5,1,345420,1710000,"[102,18,0,0]"
2617,64,5,2,352328,1727100,"[102,18,0,0]"
2618,64,5,3,359304,1744200,"[102,18,0,0]"
2619,64,5,4,366350,1761300,"[102,18,0,0]"
2620,64,5,5,373464,1778400,"[102,18,0,0]"
2621,64,5,6,384270,1812600,"[102,18,0,0]"
2622,64,5,7,395214,1846800,"[102,18,0,0]"
2623,64,5,8,406296,1881000,"[102,19,0,0]"
2624,64,6,1,0,0,[]
2625,65,1,1,347440,1720000,"[102,18,0,0]"
2626,65,1,2,354388,1737200,"[102,18,0,0]"
2627,65,1,3,361406,1754400,"[102,18,0,0]"
2628,65,1,4,368492,1771600,"[102,18,0,0]"
2629,65,1,5,375648,1788800,"[102,18,0,0]"
2630,65,1,6,386518,1823200,"[102,18,0,0]"
2631,65,1,7,397526,1857600,"[102,18,0,0]"
2632,65,1,8,408672,1892000,"[102,19,0,0]"
2633,65,2,1,349460,1730000,"[102,18,0,0]"
2634,65,2,2,356448,1747300,"[102,18,0,0]"
2635,65,2,3,363506,1764600,"[102,18,0,0]"
2636,65,2,4,370634,1781900,"[102,18,0,0]"
2637,65,2,5,377832,1799200,"[102,18,0,0]"
2638,65,2,6,388764,1833800,"[102,18,0,0]"
2639,65,2,7,399836,1868400,"[102,18,0,0]"
2640,65,2,8,411048,1903000,"[102,19,0,0]"
2641,65,3,1,351480,1740000,"[102,18,0,0]"
2642,65,3,2,358508,1757400,"[102,18,0,0]"
2643,65,3,3,365608,1774800,"[102,18,0,0]"
2644,65,3,4,372776,1792200,"[102,18,0,0]"
2645,65,3,5,380016,1809600,"[102,18,0,0]"
2646,65,3,6,391012,1844400,"[102,18,0,0]"
2647,65,3,7,402148,1879200,"[102,18,0,0]"
2648,65,3,8,413424,1914000,"[102,19,0,0]"
2649,65,4,1,353500,1750000,"[102,18,0,0]"
2650,65,4,2,360570,1767500,"[102,18,0,0]"
2651,65,4,3,367710,1785000,"[102,18,0,0]"
2652,65,4,4,374920,1802500,"[102,18,0,0]"
2653,65,4,5,382200,1820000,"[102,18,0,0]"
2654,65,4,6,393260,1855000,"[102,18,0,0]"
2655,65,4,7,404460,1890000,"[102,18,0,0]"
2656,65,4,8,415800,1925000,"[102,19,0,0]"
2657,65,5,1,357540,1770000,"[102,18,0,0]"
2658,65,5,2,364690,1787700,"[102,18,0,0]"
2659,65,5,3,371912,1805400,"[102,18,0,0]"
2660,65,5,4,379204,1823100,"[102,18,0,0]"
2661,65,5,5,386568,1840800,"[102,18,0,0]"
2662,65,5,6,397754,1876200,"[102,18,0,0]"
2663,65,5,7,409082,1911600,"[102,18,0,0]"
2664,65,5,8,420552,1947000,"[102,19,0,0]"
2665,65,6,1,0,0,[]
2666,66,1,1,359560,1780000,"[102,18,0,0]"
2667,66,1,2,366750,1797800,"[102,18,0,0]"
2668,66,1,3,374012,1815600,"[102,18,0,0]"
2669,66,1,4,381346,1833400,"[102,18,0,0]"
2670,66,1,5,388752,1851200,"[102,18,0,0]"
2671,66,1,6,400000,1886800,"[102,18,0,0]"
2672,66,1,7,411392,1922400,"[102,18,0,0]"
2673,66,1,8,422928,1958000,"[102,19,0,0]"
2674,66,2,1,361580,1790000,"[102,18,0,0]"
2675,66,2,2,368810,1807900,"[102,18,0,0]"
2676,66,2,3,376114,1825800,"[102,18,0,0]"
2677,66,2,4,383488,1843700,"[102,18,0,0]"
2678,66,2,5,390936,1861600,"[102,18,0,0]"
2679,66,2,6,402248,1897400,"[102,18,0,0]"
2680,66,2,7,413704,1933200,"[102,18,0,0]"
2681,66,2,8,425304,1969000,"[102,19,0,0]"
2682,66,3,1,363600,1800000,"[102,18,0,0]"
2683,66,3,2,370872,1818000,"[102,18,0,0]"
2684,66,3,3,378216,1836000,"[102,18,0,0]"
2685,66,3,4,385632,1854000,"[102,18,0,0]"
2686,66,3,5,393120,1872000,"[102,18,0,0]"
2687,66,3,6,404496,1908000,"[102,18,0,0]"
2688,66,3,7,416016,1944000,"[102,18,0,0]"
2689,66,3,8,427680,1980000,"[102,19,0,0]"
2690,66,4,1,365620,1810000,"[102,18,0,0]"
2691,66,4,2,372932,1828100,"[102,18,0,0]"
2692,66,4,3,380316,1846200,"[102,18,0,0]"
2693,66,4,4,387774,1864300,"[102,18,0,0]"
2694,66,4,5,395304,1882400,"[102,18,0,0]"
2695,66,4,6,406742,1918600,"[102,18,0,0]"
2696,66,4,7,418326,1954800,"[102,18,0,0]"
2697,66,4,8,430056,1991000,"[102,19,0,0]"
2698,66,5,1,367640,1820000,"[102,18,0,0]"
2699,66,5,2,374992,1838200,"[102,18,0,0]"
2700,66,5,3,382418,1856400,"[102,18,0,0]"
2701,66,5,4,389916,1874600,"[102,18,0,0]"
2702,66,5,5,397488,1892800,"[102,18,0,0]"
2703,66,5,6,408990,1929200,"[102,18,0,0]"
2704,66,5,7,420638,1965600,"[102,18,0,0]"
2705,66,5,8,432432,2002000,"[102,19,0,0]"
2706,66,6,1,0,0,[]
2707,67,1,1,369660,1830000,"[102,18,0,0]"
2708,67,1,2,377052,1848300,"[102,18,0,0]"
2709,67,1,3,384518,1866600,"[102,18,0,0]"
2710,67,1,4,392058,1884900,"[102,18,0,0]"
2711,67,1,5,399672,1903200,"[102,18,0,0]"
2712,67,1,6,411236,1939800,"[102,18,0,0]"
2713,67,1,7,422948,1976400,"[102,18,0,0]"
2714,67,1,8,434808,2013000,"[102,19,0,0]"
2715,67,2,1,371680,1840000,"[102,18,0,0]"
2716,67,2,2,379112,1858400,"[102,18,0,0]"
2717,67,2,3,386620,1876800,"[102,18,0,0]"
2718,67,2,4,394200,1895200,"[102,18,0,0]"
2719,67,2,5,401856,1913600,"[102,18,0,0]"
2720,67,2,6,413484,1950400,"[102,18,0,0]"
2721,67,2,7,425260,1987200,"[102,18,0,0]"
2722,67,2,8,437184,2024000,"[102,19,0,0]"
2723,67,3,1,373700,1850000,"[102,18,0,0]"
2724,67,3,2,381174,1868500,"[102,18,0,0]"
2725,67,3,3,388722,1887000,"[102,18,0,0]"
2726,67,3,4,396344,1905500,"[102,18,0,0]"
2727,67,3,5,404040,1924000,"[102,18,0,0]"
2728,67,3,6,415732,1961000,"[102,18,0,0]"
2729,67,3,7,427572,1998000,"[102,18,0,0]"
2730,67,3,8,439560,2035000,"[102,19,0,0]"
2731,67,4,1,375720,1860000,"[102,18,0,0]"
2732,67,4,2,383234,1878600,"[102,18,0,0]"
2733,67,4,3,390822,1897200,"[102,18,0,0]"
2734,67,4,4,398486,1915800,"[102,18,0,0]"
2735,67,4,5,406224,1934400,"[102,18,0,0]"
2736,67,4,6,417978,1971600,"[102,18,0,0]"
2737,67,4,7,429882,2008800,"[102,18,0,0]"
2738,67,4,8,441936,2046000,"[102,19,0,0]"
2739,67,5,1,377740,1870000,"[102,18,0,0]"
2740,67,5,2,385294,1888700,"[102,18,0,0]"
2741,67,5,3,392924,1907400,"[102,18,0,0]"
2742,67,5,4,400628,1926100,"[102,18,0,0]"
2743,67,5,5,408408,1944800,"[102,18,0,0]"
2744,67,5,6,420226,1982200,"[102,18,0,0]"
2745,67,5,7,432194,2019600,"[102,18,0,0]"
2746,67,5,8,444312,2057000,"[102,19,0,0]"
2747,67,6,1,0,0,[]
2748,68,1,1,379760,1880000,"[102,18,0,0]"
2749,68,1,2,387354,1898800,"[102,18,0,0]"
2750,68,1,3,395024,1917600,"[102,18,0,0]"
2751,68,1,4,402770,1936400,"[102,18,0,0]"
2752,68,1,5,410592,1955200,"[102,18,0,0]"
2753,68,1,6,422472,1992800,"[102,18,0,0]"
2754,68,1,7,434504,2030400,"[102,18,0,0]"
2755,68,1,8,446688,2068000,"[102,19,0,0]"
2756,68,2,1,381780,1890000,"[102,18,0,0]"
2757,68,2,2,389414,1908900,"[102,18,0,0]"
2758,68,2,3,397126,1927800,"[102,18,0,0]"
2759,68,2,4,404912,1946700,"[102,18,0,0]"
2760,68,2,5,412776,1965600,"[102,18,0,0]"
2761,68,2,6,424720,2003400,"[102,18,0,0]"
2762,68,2,7,436816,2041200,"[102,18,0,0]"
2763,68,2,8,449064,2079000,"[102,19,0,0]"
2764,68,3,1,383800,1900000,"[102,18,0,0]"
2765,68,3,2,391476,1919000,"[102,18,0,0]"
2766,68,3,3,399228,1938000,"[102,18,0,0]"
2767,68,3,4,407056,1957000,"[102,18,0,0]"
2768,68,3,5,414960,1976000,"[102,18,0,0]"
2769,68,3,6,426968,2014000,"[102,18,0,0]"
2770,68,3,7,439128,2052000,"[102,18,0,0]"
2771,68,3,8,451440,2090000,"[102,19,0,0]"
2772,68,4,1,387840,1920000,"[102,18,0,0]"
2773,68,4,2,395596,1939200,"[102,18,0,0]"
2774,68,4,3,403430,1958400,"[102,18,0,0]"
2775,68,4,4,411340,1977600,"[102,18,0,0]"
2776,68,4,5,419328,1996800,"[102,18,0,0]"
2777,68,4,6,431462,2035200,"[102,18,0,0]"
2778,68,4,7,443750,2073600,"[102,18,0,0]"
2779,68,4,8,456192,2112000,"[102,19,0,0]"
2780,68,5,1,391880,1940000,"[102,18,0,0]"
2781,68,5,2,399716,1959400,"[102,18,0,0]"
2782,68,5,3,407632,1978800,"[102,18,0,0]"
2783,68,5,4,415624,1998200,"[102,18,0,0]"
2784,68,5,5,423696,2017600,"[102,18,0,0]"
2785,68,5,6,435956,2056400,"[102,18,0,0]"
2786,68,5,7,448372,2095200,"[102,18,0,0]"
2787,68,5,8,460944,2134000,"[102,19,0,0]"
2788,68,6,1,0,0,[]
2789,69,1,1,395920,1960000,"[102,18,0,0]"
2790,69,1,2,403838,1979600,"[102,18,0,0]"
2791,69,1,3,411834,1999200,"[102,18,0,0]"
2792,69,1,4,419910,2018800,"[102,18,0,0]"
2793,69,1,5,428064,2038400,"[102,18,0,0]"
2794,69,1,6,440450,2077600,"[102,18,0,0]"
2795,69,1,7,452994,2116800,"[102,18,0,0]"
2796,69,1,8,465696,2156000,"[102,19,0,0]"
2797,69,2,1,399960,1980000,"[102,18,0,0]"
2798,69,2,2,407958,1999800,"[102,18,0,0]"
2799,69,2,3,416036,2019600,"[102,18,0,0]"
2800,69,2,4,424194,2039400,"[102,18,0,0]"
2801,69,2,5,432432,2059200,"[102,18,0,0]"
2802,69,2,6,444944,2098800,"[102,18,0,0]"
2803,69,2,7,457616,2138400,"[102,18,0,0]"
2804,69,2,8,470448,2178000,"[102,19,0,0]"
2805,69,3,1,404000,2000000,"[102,18,0,0]"
2806,69,3,2,412080,2020000,"[102,18,0,0]"
2807,69,3,3,420240,2040000,"[102,18,0,0]"
2808,69,3,4,428480,2060000,"[102,18,0,0]"
2809,69,3,5,436800,2080000,"[102,18,0,0]"
2810,69,3,6,449440,2120000,"[102,18,0,0]"
2811,69,3,7,462240,2160000,"[102,18,0,0]"
2812,69,3,8,475200,2200000,"[102,19,0,0]"
2813,69,4,1,408040,2020000,"[102,18,0,0]"
2814,69,4,2,416200,2040200,"[102,18,0,0]"
2815,69,4,3,424442,2060400,"[102,18,0,0]"
2816,69,4,4,432764,2080600,"[102,18,0,0]"
2817,69,4,5,441168,2100800,"[102,18,0,0]"
2818,69,4,6,453934,2141200,"[102,18,0,0]"
2819,69,4,7,466862,2181600,"[102,18,0,0]"
2820,69,4,8,479952,2222000,"[102,19,0,0]"
2821,69,5,1,412080,2040000,"[102,18,0,0]"
2822,69,5,2,420320,2060400,"[102,18,0,0]"
2823,69,5,3,428644,2080800,"[102,18,0,0]"
2824,69,5,4,437048,2101200,"[102,18,0,0]"
2825,69,5,5,445536,2121600,"[102,18,0,0]"
2826,69,5,6,458428,2162400,"[102,18,0,0]"
2827,69,5,7,471484,2203200,"[102,18,0,0]"
2828,69,5,8,484704,2244000,"[102,19,0,0]"
2829,69,6,1,0,0,[]
2830,70,1,1,416120,2060000,"[102,18,0,0]"
2831,70,1,2,424442,2080600,"[102,18,0,0]"
2832,70,1,3,432846,2101200,"[102,18,0,0]"
2833,70,1,4,441334,2121800,"[102,18,0,0]"
2834,70,1,5,449904,2142400,"[102,18,0,0]"
2835,70,1,6,462922,2183600,"[102,18,0,0]"
2836,70,1,7,476106,2224800,"[102,18,0,0]"
2837,70,1,8,489456,2266000,"[102,19,0,0]"
2838,70,2,1,420160,2080000,"[102,18,0,0]"
2839,70,2,2,428562,2100800,"[102,18,0,0]"
2840,70,2,3,437048,2121600,"[102,18,0,0]"
2841,70,2,4,445618,2142400,"[102,18,0,0]"
2842,70,2,5,454272,2163200,"[102,18,0,0]"
2843,70,2,6,467416,2204800,"[102,18,0,0]"
2844,70,2,7,480728,2246400,"[102,18,0,0]"
2845,70,2,8,494208,2288000,"[102,19,0,0]"
2846,70,3,1,424200,2100000,"[102,18,0,0]"
2847,70,3,2,432684,2121000,"[102,18,0,0]"
2848,70,3,3,441252,2142000,"[102,18,0,0]"
2849,70,3,4,449904,2163000,"[102,18,0,0]"
2850,70,3,5,458640,2184000,"[102,18,0,0]"
2851,70,3,6,471912,2226000,"[102,18,0,0]"
2852,70,3,7,485352,2268000,"[102,18,0,0]"
2853,70,3,8,498960,2310000,"[102,19,0,0]"
2854,70,4,1,428240,2120000,"[102,18,0,0]"
2855,70,4,2,436804,2141200,"[102,18,0,0]"
2856,70,4,3,445454,2162400,"[102,18,0,0]"
2857,70,4,4,454188,2183600,"[102,18,0,0]"
2858,70,4,5,463008,2204800,"[102,18,0,0]"
2859,70,4,6,476406,2247200,"[102,18,0,0]"
2860,70,4,7,489974,2289600,"[102,18,0,0]"
2861,70,4,8,503712,2332000,"[102,19,0,0]"
2862,70,5,1,432280,2140000,"[102,18,0,0]"
2863,70,5,2,440924,2161400,"[102,18,0,0]"
2864,70,5,3,449656,2182800,"[102,18,0,0]"
2865,70,5,4,458472,2204200,"[102,18,0,0]"
2866,70,5,5,467376,2225600,"[102,18,0,0]"
2867,70,5,6,480900,2268400,"[102,18,0,0]"
2868,70,5,7,494596,2311200,"[102,18,0,0]"
2869,70,5,8,508464,2354000,"[102,19,0,0]"
2870,70,6,1,0,0,[]
2871,71,1,1,436320,2160000,"[102,18,0,0]"
2872,71,1,2,445046,2181600,"[102,18,0,0]"
2873,71,1,3,453858,2203200,"[102,18,0,0]"
2874,71,1,4,462758,2224800,"[102,18,0,0]"
2875,71,1,5,471744,2246400,"[102,18,0,0]"
2876,71,1,6,485394,2289600,"[102,18,0,0]"
2877,71,1,7,499218,2332800,"[102,18,0,0]"
2878,71,1,8,513216,2376000,"[102,19,0,0]"
2879,71,2,1,440360,2180000,"[102,18,0,0]"
2880,71,2,2,449166,2201800,"[102,18,0,0]"
2881,71,2,3,458060,2223600,"[102,18,0,0]"
2882,71,2,4,467042,2245400,"[102,18,0,0]"
2883,71,2,5,476112,2267200,"[102,18,0,0]"
2884,71,2,6,489888,2310800,"[102,18,0,0]"
2885,71,2,7,503840,2354400,"[102,18,0,0]"
2886,71,2,8,517968,2398000,"[102,19,0,0]"
2887,71,3,1,444400,2200000,"[102,18,0,0]"
2888,71,3,2,453288,2222000,"[102,18,0,0]"
2889,71,3,3,462264,2244000,"[102,18,0,0]"
2890,71,3,4,471328,2266000,"[102,18,0,0]"
2891,71,3,5,480480,2288000,"[102,18,0,0]"
2892,71,3,6,494384,2332000,"[102,18,0,0]"
2893,71,3,7,508464,2376000,"[102,18,0,0]"
2894,71,3,8,522720,2420000,"[102,19,0,0]"
2895,71,4,1,448440,2220000,"[102,18,0,0]"
